stage,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
epoch,none,0.0,random,0,0.6285408872260823,0.5982101937279162,0.632564238209527,0.5613135695457458,0.6845090999193014,0.0,0.0020962958007180927,0.04504805869628242
epoch,T,0.3,random,0,0.5980758952431855,0.5620547919901683,0.5991522490281352,0.608824610710144,0.6115281517555156,0.29916817198545975,0.0020962958007180927,0.04504805869628242
epoch,A,0.3,random,0,0.6333511491181186,0.5995953133087074,0.6348147279377955,0.561474084854126,0.6880780246398664,0.0,0.300573136192324,0.04504805869628242
epoch,V,0.3,random,0,0.6301443078567611,0.595166045284948,0.6311033823535839,0.5613625645637512,0.6856188767538491,0.0,0.0020962958007180927,0.3313708436475547
epoch,AV,0.3,random,0,0.632816675574559,0.6008758519658631,0.6355037814347835,0.5551327466964722,0.6911170655854678,0.0,0.300573136192324,0.3313708436475547
epoch,TAV,0.3,random,0,0.5959380010689471,0.5578947793893556,0.5964113592734004,0.6036131381988525,0.6183996643520356,0.29916817198545975,0.300573136192324,0.3313708436475547
epoch,TAV,0.1,scattered,0,0.6194548369855692,0.5872549320749093,0.622109002098311,0.5761933922767639,0.6614240989182454,0.10229477487121161,0.1041234584420508,0.142458910372204
epoch,TAV,0.1,scattered,1,0.6173169428113309,0.5874343733916273,0.6213755655550085,0.5752911567687988,0.659059694512708,0.10229477487121161,0.10427956557614683,0.14252581342967374
epoch,TAV,0.2,scattered,0,0.6050240513094601,0.5726940152107358,0.6078175777051207,0.5905635356903076,0.6435548808800062,0.20144510604134608,0.20300617738230636,0.23719363974933655
epoch,TAV,0.2,scattered,1,0.6125066809192945,0.579091489608731,0.6136804218673586,0.5977679491043091,0.6269936735847143,0.20144510604134608,0.20302847840146296,0.2375058540175286
epoch,TAV,0.3,scattered,0,0.5921966862640299,0.5564503657841907,0.5937477106458383,0.613853931427002,0.6051103799143231,0.29916817198545975,0.30068464128810685,0.3303895988046654
epoch,TAV,0.3,scattered,1,0.598610368786745,0.5620391769939151,0.5980228675652979,0.6099280714988708,0.6060497131520792,0.29916817198545975,0.300573136192324,0.32967596619165496
