stage,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
epoch,none,0.0,random,0,0.6301443078567611,0.5903419092725862,0.6303441667670202,0.5957616567611694,0.6756473612097301,0.0,0.0020962958007180927,0.04504805869628242
epoch,T,0.3,random,0,0.5948690539818279,0.5534717077775617,0.5954689293848093,0.6309112906455994,0.6016234472156868,0.29916817198545975,0.0020962958007180927,0.04504805869628242
epoch,A,0.3,random,0,0.6280064136825227,0.5878977646512183,0.6285277721288716,0.5981224179267883,0.6749307300806303,0.0,0.300573136192324,0.04504805869628242
epoch,V,0.3,random,0,0.638161411010155,0.5949571604807368,0.6357445296665869,0.5921382308006287,0.6773761459404105,0.0,0.0020962958007180927,0.3313708436475547
epoch,AV,0.3,random,0,0.6349545697487974,0.593854242083868,0.6338033487532927,0.6022224426269531,0.67567211391406,0.0,0.300573136192324,0.3313708436475547
epoch,TAV,0.3,random,0,0.6034206306787814,0.5553990047644584,0.5991112199717645,0.6357133984565735,0.6112331466834241,0.29916817198545975,0.300573136192324,0.3313708436475547
epoch,TAV,0.1,scattered,0,0.6226616782469268,0.5783863229901095,0.6207430664789494,0.609169602394104,0.6593183303688386,0.10229477487121161,0.1041234584420508,0.142458910372204
epoch,TAV,0.1,scattered,1,0.6253340459647247,0.585171466080464,0.6246669826527963,0.6172322630882263,0.6441247012359788,0.10229477487121161,0.10427956557614683,0.14252581342967374
epoch,TAV,0.2,scattered,0,0.6114377338321753,0.5655044073492873,0.6070821481454534,0.6327550411224365,0.6213635755506666,0.20144510604134608,0.20300617738230636,0.23719363974933655
epoch,TAV,0.2,scattered,1,0.6114377338321753,0.5608131431688278,0.6045090446895385,0.6407471895217896,0.612692295961558,0.20144510604134608,0.20302847840146296,0.2375058540175286
epoch,TAV,0.3,scattered,0,0.5905932656333511,0.5382235146586233,0.5835887960010967,0.6567028164863586,0.5873308548942382,0.29916817198545975,0.30068464128810685,0.3303895988046654
epoch,TAV,0.3,scattered,1,0.6103687867450561,0.5613380349666593,0.6032389864983934,0.6556922197341919,0.5797329018096513,0.29916817198545975,0.300573136192324,0.32967596619165496
