stage,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
epoch,none,0.0,random,0,0.6322822020309995,0.6144782162087483,0.6439869892593385,0.5513363480567932,0.6949741109928296,0.0,0.0020962958007180927,0.04504805869628242
epoch,T,0.3,random,0,0.6028861571352218,0.584588659110583,0.613730090498641,0.5926916003227234,0.6362639458720115,0.29916817198545975,0.0020962958007180927,0.04504805869628242
epoch,A,0.3,random,0,0.6419027258150721,0.6231525268547297,0.6526789943851496,0.543525218963623,0.7024430172204524,0.0,0.300573136192324,0.04504805869628242
epoch,V,0.3,random,0,0.6440406199893105,0.6211783828817676,0.6527291941263527,0.5520727634429932,0.6973364624483461,0.0,0.0020962958007180927,0.3313708436475547
epoch,AV,0.3,random,0,0.6435061464457509,0.6216593868124433,0.6519960208094933,0.5475099682807922,0.7032808839032642,0.0,0.300573136192324,0.3313708436475547
epoch,TAV,0.3,random,0,0.6162479957242116,0.5893372052888622,0.6222278138106672,0.5894008874893188,0.6426542146494519,0.29916817198545975,0.300573136192324,0.3313708436475547
epoch,TAV,0.1,scattered,0,0.6173169428113309,0.5980752112095685,0.62795640796228,0.5653975605964661,0.6792332255846905,0.10229477487121161,0.1041234584420508,0.142458910372204
epoch,TAV,0.1,scattered,1,0.6194548369855692,0.603022033676348,0.6299181012875711,0.5700932145118713,0.6701780085038123,0.10229477487121161,0.10427956557614683,0.14252581342967374
epoch,TAV,0.2,scattered,0,0.6050240513094601,0.5846398854330794,0.6126515470073923,0.5864478945732117,0.646977593885006,0.20144510604134608,0.20300617738230636,0.23719363974933655
epoch,TAV,0.2,scattered,1,0.6119722073757349,0.5860151812896839,0.6190559068385437,0.5895779728889465,0.6456606648337673,0.20144510604134608,0.20302847840146296,0.2375058540175286
epoch,TAV,0.3,scattered,0,0.6044895777659006,0.5763473705221278,0.6100711520579406,0.611950159072876,0.6127496672895264,0.29916817198545975,0.30068464128810685,0.3303895988046654
epoch,TAV,0.3,scattered,1,0.5991448423303046,0.5710876635641476,0.6043885669186533,0.6020940542221069,0.619222458571254,0.29916817198545975,0.300573136192324,0.32967596619165496
