stage,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
epoch,none,0.0,random,0,0.6472474612506681,0.6105177268577863,0.6472103244770625,0.5650380253791809,0.701084427889091,0.0,0.0020962958007180927,0.04504805869628242
epoch,T,0.3,random,0,0.6189203634420096,0.5832191131474316,0.6199494067004482,0.6034798622131348,0.6233815468083526,0.29916817198545975,0.0020962958007180927,0.04504805869628242
epoch,A,0.3,random,0,0.6445750935328701,0.6104526068258961,0.6460115124718222,0.5649473667144775,0.6980165695614925,0.0,0.300573136192324,0.04504805869628242
epoch,V,0.3,random,0,0.6472474612506681,0.6106034915857911,0.6471190973484257,0.5678208470344543,0.6993346547383786,0.0,0.0020962958007180927,0.3313708436475547
epoch,AV,0.3,random,0,0.6504543025120256,0.6171206430093569,0.6513108513984793,0.5632615089416504,0.697095247783408,0.0,0.300573136192324,0.3313708436475547
epoch,TAV,0.3,random,0,0.6162479957242116,0.5810506072834009,0.6160179665539299,0.6180036067962646,0.61656101747528,0.29916817198545975,0.300573136192324,0.3313708436475547
epoch,TAV,0.1,scattered,0,0.6333511491181186,0.6001768587468436,0.6342005302824807,0.5800178647041321,0.6720286110657477,0.10229477487121161,0.1041234584420508,0.142458910372204
epoch,TAV,0.1,scattered,1,0.6322822020309995,0.5959631866669638,0.6316001930461276,0.5893111824989319,0.6607088007218772,0.10229477487121161,0.10427956557614683,0.14252581342967374
epoch,TAV,0.2,scattered,0,0.61838588989845,0.582599546364761,0.616703608200481,0.604357898235321,0.6402142032606966,0.20144510604134608,0.20300617738230636,0.23719363974933655
epoch,TAV,0.2,scattered,1,0.6194548369855692,0.5847893615881782,0.6189302512455505,0.604964554309845,0.63825235642732,0.20144510604134608,0.20302847840146296,0.2375058540175286
epoch,TAV,0.3,scattered,0,0.6092998396579369,0.5742177384212624,0.6089134676425962,0.6281524896621704,0.6018524645130552,0.29916817198545975,0.30068464128810685,0.3303895988046654
epoch,TAV,0.3,scattered,1,0.5932656333511491,0.5570753731266358,0.5924620388847323,0.635560154914856,0.585894356385277,0.29916817198545975,0.300573136192324,0.32967596619165496
