stage,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
epoch,none,0.0,random,0,0.6386958845537146,0.6057801022689865,0.6423597833292127,0.5642028450965881,0.6908330531272368,0.0,0.0020962958007180927,0.04504805869628242
epoch,T,0.3,random,0,0.5938001068947087,0.5595646964389397,0.5971682071412187,0.6078439950942993,0.6123607895017456,0.29916817198545975,0.0020962958007180927,0.04504805869628242
epoch,A,0.3,random,0,0.638161411010155,0.6073312239370914,0.6434195332603262,0.561342716217041,0.6943609763708378,0.0,0.300573136192324,0.04504805869628242
epoch,V,0.3,random,0,0.6397648316408338,0.6020063104465326,0.6411315793651052,0.5640053153038025,0.6941397637819807,0.0,0.0020962958007180927,0.3313708436475547
epoch,AV,0.3,random,0,0.6429716729021914,0.6119868665755396,0.6484770979718253,0.556074857711792,0.6965007889697661,0.0,0.300573136192324,0.3313708436475547
epoch,TAV,0.3,random,0,0.6023516835916622,0.5663817022055628,0.603925461808936,0.6049655675888062,0.6189794205877092,0.29916817198545975,0.300573136192324,0.3313708436475547
epoch,TAV,0.1,scattered,0,0.6290753607696419,0.5953648051773398,0.6322166809773792,0.573654294013977,0.6706332624284479,0.10229477487121161,0.1041234584420508,0.142458910372204
epoch,TAV,0.1,scattered,1,0.623730625334046,0.5890228942433425,0.6274539425775918,0.5777327418327332,0.6693862377735521,0.10229477487121161,0.10427956557614683,0.14252581342967374
epoch,TAV,0.2,scattered,0,0.6092998396579369,0.5725187889255111,0.6115528896684406,0.5911248922348022,0.6533740879561072,0.20144510604134608,0.20300617738230636,0.23719363974933655
epoch,TAV,0.2,scattered,1,0.6151790486370925,0.5772236223077447,0.616182053990764,0.5961080193519592,0.6393204332654723,0.20144510604134608,0.20302847840146296,0.2375058540175286
epoch,TAV,0.3,scattered,0,0.5959380010689471,0.5553487779889968,0.5972862109861352,0.6106426119804382,0.619519772182764,0.29916817198545975,0.30068464128810685,0.3303895988046654
epoch,TAV,0.3,scattered,1,0.5921966862640299,0.5532553845338922,0.5940109124978507,0.6052342057228088,0.6195495676446553,0.29916817198545975,0.300573136192324,0.32967596619165496
