epoch,loss,classification_loss,regression_loss,head_lr,Negative_F1,Neutral_F1,Positive_F1,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,sign_conflict_rate
1,1.6374154387505402,1.0400638560733886,0.4344825158376649,0.00010046948356807513,0.34615384615384615,0.48175182481751827,0.5322896281800391,0.47527472527472525,0.45339843305046784,0.4668460472513309,0.6493191719055176,0.5715581247625096,0.6964285714285714
2,1.334254671710198,0.8526768474511697,0.31938141670095527,0.0002,0.6538461538461539,0.3082706766917293,0.7131782945736435,0.6222527472527473,0.5584317083705089,0.594049966716315,0.6217601895332336,0.6514764287376327,0.14560439560439561
3,1.2313903214785975,0.7925809211854083,0.26938516629133985,0.00019863269777109873,0.6666666666666666,0.4717948717948718,0.696319018404908,0.6277472527472527,0.6115935189554821,0.631180519181935,0.5667435526847839,0.6819236749712392,0.3076923076923077
4,1.1582765582021972,0.7404526067731526,0.24600124736906778,0.00019457233587073176,0.6568627450980392,0.46153846153846156,0.6974664679582713,0.625,0.605289224864924,0.6263467975043526,0.5588034987449646,0.6865561474512465,0.2967032967032967
5,1.103426242378396,0.6978856488852434,0.22159739858317823,0.0001879422863405995,0.6730769230769231,0.4438356164383562,0.6962962962962963,0.6263736263736264,0.6044029452705252,0.625917235888258,0.5650235414505005,0.6786847924486337,0.2802197802197802
6,1.0249269436782515,0.6451766815543735,0.20655552941448813,0.00017894399988070803,0.683291770573566,0.48426150121065376,0.6978193146417445,0.6332417582417582,0.6217908621419882,0.6397323479530557,0.5785402655601501,0.6683051481806337,0.33653846153846156
7,0.9395186194511647,0.5889761596218521,0.1848423336873032,0.00016785088487178854,0.674937965260546,0.5023255813953489,0.6837881219903692,0.6277472527472527,0.6203505562154213,0.6354196607873097,0.5734203457832336,0.6774001685987114,0.36126373626373626
8,0.87605643314375,0.5400891956029363,0.16719406598330663,0.000155,0.68,0.4896907216494845,0.7035928143712575,0.6401098901098901,0.6244278453402473,0.6428536593969646,0.5825964212417603,0.6669406173277493,0.3118131868131868
9,0.8006638005865572,0.4920966749739759,0.15233420169619327,0.0001407818128993102,0.6733668341708543,0.45180722891566266,0.71900826446281,0.6456043956043956,0.6147274425164423,0.6385589166869611,0.6084011793136597,0.6623925106359803,0.24587912087912087
10,0.7339652857870004,0.44331070486928376,0.14070088278169923,0.00012562833599002375,0.6844660194174758,0.47058823529411764,0.6925373134328359,0.6332417582417582,0.6158638560481431,0.6341563835637585,0.5954983830451965,0.6580036000684164,0.2967032967032967
11,0.6885018204579331,0.40205280391822956,0.12623597415680057,0.00011000000000000002,0.6778042959427207,0.4253968253968254,0.703601108033241,0.635989010989011,0.6022674097909291,0.6259860925171041,0.6040427684783936,0.6513995138925948,0.23901098901098902
12,0.6324248476207536,0.3603881619206057,0.1156790499606043,9.437166400997628e-05,0.6597402597402597,0.4553314121037464,0.6988950276243094,0.6304945054945055,0.6046555664894385,0.6262554844376366,0.6067966222763062,0.646398820824378,0.2733516483516483
13,0.5919045903872996,0.34236470837268473,0.10592324424867339,7.921818710068983e-05,0.6781326781326781,0.47564469914040114,0.7028571428571428,0.6414835164835165,0.6188781733767407,0.6384336134929667,0.6081180572509766,0.6448727664564626,0.27884615384615385
14,0.5445344718129422,0.30998930677841524,0.09940838987803516,6.500000000000002e-05,0.6699507389162561,0.47592067988668557,0.6944045911047346,0.6346153846153846,0.613425336635892,0.6322637487765099,0.6154285669326782,0.6444103270768833,0.29395604395604397
15,0.5224082492326907,0.2906659159442069,0.094674087470581,5.214911512821145e-05,0.665,0.47564469914040114,0.7015558698727016,0.6373626373626373,0.6140668563377009,0.6341133360697898,0.6140169501304626,0.6413472838658438,0.28846153846153844
16,0.508519065352113,0.27706753298150544,0.08745870612421786,4.1056000119291995e-05,0.6732673267326733,0.4735376044568245,0.6897546897546898,0.6318681318681318,0.6121865403147292,0.6304410352528456,0.6144982576370239,0.6406856366266358,0.2967032967032967
