sample_id,modality,rate,units,intervention,probability_drop,margin_drop,intensity_change
128763$_$12,text,0.3,6,random,-0.18427811438920472,-0.816454196799784,0.5170692503452301
128763$_$12,text,0.3,6,random,0.22585476221870743,0.6329407927613527,-0.17139238119125366
128763$_$12,text,0.3,6,random,0.09498064014812124,0.6307401277442309,-0.2787148207426071
128763$_$12,text,0.3,6,random,0.2441919168158736,0.7059356847510596,-0.19065551459789276
128763$_$12,text,0.3,6,random,0.3544617486022845,1.2781339016106212,-0.34750261902809143
128763$_$12,text,0.3,6,random,0.00602503747606431,-0.09024356902095376,0.06946432590484619
128763$_$12,text,0.3,6,random,0.1897785057751215,0.5293165560826548,-0.13837409019470215
128763$_$12,text,0.3,6,random,0.4177776309688546,1.4282263560959925,-0.33929210901260376
128763$_$12,text,0.3,6,random,0.09555513960711048,0.37230379922106704,-0.12491477280855179
128763$_$12,text,0.3,6,random,-0.18339522882043924,-1.0456410267195375,0.564227432012558
128763$_$12,text,0.3,6,random,0.2881040536056217,1.2622436573753886,-0.4053148329257965
128763$_$12,text,0.3,6,random,0.26331107474012805,0.9258166073625762,-0.2577507197856903
128763$_$12,text,0.3,6,retain_top,7.534998352043409e-06,-0.013674736510000951,0.101747065782547
128763$_$12,audio,0.1,2,top,0.0036367843826392576,0.05657491226021727,-0.015465721487998962
128763$_$12,audio,0.1,2,bottom,-0.021114489426142247,-0.06787712050850159,0.03236950933933258
128763$_$12,audio,0.1,2,random,-0.011493195159535285,-0.028521415014642004,0.01608791947364807
128763$_$12,audio,0.1,2,random,-0.004059758046611517,-0.000965251189875449,-0.0003924071788787842
128763$_$12,audio,0.1,2,random,-0.002734956872239236,0.027029298125540002,-0.0021023452281951904
128763$_$12,audio,0.1,2,random,-0.007110304962554936,-0.01203816141637315,0.009674504399299622
128763$_$12,audio,0.1,2,random,0.0003641268762398786,0.027454134778325034,-0.009026557207107544
128763$_$12,audio,0.1,2,random,-0.0008615609676617675,0.013124103307096124,-0.005851283669471741
128763$_$12,audio,0.1,2,random,-0.0008615609676617675,0.013124103307096124,-0.005851283669471741
128763$_$12,audio,0.1,2,random,-0.013174099438966635,-0.04029300577988493,0.02368384599685669
128763$_$12,audio,0.1,2,random,-0.00037861830903407334,0.05012354812188757,-0.0047435760498046875
128763$_$12,audio,0.1,2,random,-0.0003436994496066603,0.024967987368551325,-0.010905981063842773
128763$_$12,audio,0.1,2,random,-0.00849667838305701,-0.01108389058154824,0.009183496236801147
128763$_$12,audio,0.1,2,random,-0.0060436994701501545,-0.002886484783687804,0.0019730478525161743
128763$_$12,audio,0.1,2,random,-0.005307383730409065,-0.0032510236788843017,0.0014700889587402344
128763$_$12,audio,0.1,2,random,-0.019429221139929176,-0.06385818836469337,0.03457249701023102
128763$_$12,audio,0.1,2,random,-0.004425535855999474,0.006989684185207512,-0.0020079612731933594
128763$_$12,audio,0.1,2,random,-0.005978813298961105,-0.014573724698083268,0.005985483527183533
128763$_$12,audio,0.1,2,random,-0.00010991796379122842,0.02376842517665656,-0.01263602077960968
128763$_$12,audio,0.1,2,random,-0.0054614642108319345,-0.001822009571055272,0.0020667314529418945
128763$_$12,audio,0.1,2,random,-0.011493195159535285,-0.028521415014642004,0.01608791947364807
128763$_$12,audio,0.1,2,random,-0.013174099438966635,-0.04029300577988493,0.02368384599685669
