stage,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
epoch,none,0.0,random,0,0.6461785141635489,0.6118381828011473,0.6504662388476944,0.5583844780921936,0.6967265932471659,0.0,0.0020962958007180927,0.04504805869628242
epoch,T,0.3,random,0,0.6231961517904864,0.5800280676893633,0.6219611445320589,0.6084616780281067,0.6184847378787509,0.29916817198545975,0.0020962958007180927,0.04504805869628242
epoch,A,0.3,random,0,0.6386958845537146,0.605524657145106,0.6439843757123228,0.5568337440490723,0.6969437099557487,0.0,0.300573136192324,0.04504805869628242
epoch,V,0.3,random,0,0.6392303580972741,0.5974737975408412,0.639319081008242,0.5626447200775146,0.6979133613718654,0.0,0.0020962958007180927,0.3313708436475547
epoch,AV,0.3,random,0,0.6424371993586317,0.6051228750596751,0.6447332592243723,0.5562459230422974,0.6991073420003022,0.0,0.300573136192324,0.3313708436475547
epoch,TAV,0.3,random,0,0.6280064136825227,0.5838827881242308,0.6258331822137445,0.6018995046615601,0.6227607436913969,0.29916817198545975,0.300573136192324,0.3313708436475547
epoch,TAV,0.1,scattered,0,0.6349545697487974,0.5966698227095097,0.6373989430156983,0.5646237730979919,0.6768349898984645,0.10229477487121161,0.1041234584420508,0.142458910372204
epoch,TAV,0.1,scattered,1,0.6370924639230358,0.5976084404208221,0.6387969319619117,0.5701371431350708,0.6775971716825017,0.10229477487121161,0.10427956557614683,0.14252581342967374
epoch,TAV,0.2,scattered,0,0.6199893105291288,0.5768874558720519,0.620367909782081,0.5893903374671936,0.6527744666943256,0.20144510604134608,0.20300617738230636,0.23719363974933655
epoch,TAV,0.2,scattered,1,0.6274719401389631,0.5807946803933027,0.6250624479309631,0.5899161696434021,0.6536489205358265,0.20144510604134608,0.20302847840146296,0.2375058540175286
epoch,TAV,0.3,scattered,0,0.6189203634420096,0.5679934494718739,0.6129531534467364,0.6068794131278992,0.626425328736783,0.29916817198545975,0.30068464128810685,0.3303895988046654
epoch,TAV,0.3,scattered,1,0.6205237840726884,0.5762184318087805,0.6172933103984859,0.6087720990180969,0.621900130491983,0.29916817198545975,0.300573136192324,0.32967596619165496
